"user id"," handle"," count"
"lion_face","unknown","2"
"dolphin","unknown","3"
"goat","unknown","5"
"umbrella","unknown","3"
"rabbit","unknown","5"
"unicorn_face","unknown","19"
"bullettrain_side","unknown","4"
"propeller2","unknown","29"
"bike","unknown","17"
"flag-ru","unknown","6"
"telephone_receiver","unknown","7"
"briefcase","unknown","5"
"skier","unknown","19"
"checkered_flag","unknown","10"
"basketball","unknown","11"
"desert_island","unknown","3"
"john","unknown","70"
"jellyfish","unknown","14"
"currency_exchange","unknown","1"
"fearful","unknown","3"
"flag-gb","unknown","13"
"android","unknown","7"
"fuelpump","unknown","3"
"thought_balloon","unknown","2"
"wisconsin","unknown","17"
"package","unknown","8"
"keyboard","unknown","3"
"horse_racing","unknown","10"
"dash","unknown","15"
"wd40","unknown","5"
"rowboat","unknown","4"
"joe","unknown","19"
"mask","unknown","29"
"yankees","unknown","2"
"champagne","unknown","5"
"computer","unknown","3"
"three_button_mouse","unknown","1"
"bamboo","unknown","1"
"the_horns","unknown","7"
"blobby","unknown","10"
"baby_bottle","unknown","21"
"propeller-retro","unknown","15"
"tent","unknown","9"
"notes","unknown","3"
"oncoming_police_car","unknown","3"
"revolving_hearts","unknown","2"
"mountain_cableway","unknown","3"
"chicken","unknown","39"
"family","unknown","6"
"shield","unknown","2"
"squids","unknown","13"
"potable_water","unknown","10"
"admission_tickets","unknown","1"
"sparkles","unknown","6"
"hand::skin-tone-4","unknown","9"
"clap::skin-tone-2","unknown","9"
"broken_heart","unknown","19"
"iphone","unknown","7"
"yen","unknown","1"
"persevere","unknown","8"
"octopus","unknown","3"
"droplet","unknown","3"
"fish_cake","unknown","2"
"snowman","unknown","5"
"man-man-girl-girl","unknown","1"
"older_man::skin-tone-2","unknown","1"
"shirt","unknown","3"
"flag-de","unknown","6"
"pikachu","unknown","4"
"fax","unknown","3"
"heavy_multiplication_x","unknown","1"
"face_with_head_bandage","unknown","11"
"skull","unknown","5"
"horse","unknown","3"
"closed_lock_with_key","unknown","3"
"atom_symbol","unknown","1"
"bed","unknown","2"
"innocent","unknown","10"
"zen","unknown","2"
"namaste","unknown","4"
"trollface","unknown","3"
"relaxed","unknown","1"
"mountain_bicyclist","unknown","2"
"blue_car","unknown","5"
"rage4","unknown","9"
"rage2","unknown","2"
"pig_nose","unknown","4"
"green_apple","unknown","1"
"worried","unknown","2"
"roidstuart","unknown","1"
"cat","unknown","7"
"bratfest","unknown","9"
"jack_o_lantern","unknown","4"
"moon","unknown","1"
"walking","unknown","3"
"video_camera","unknown","3"
"house","unknown","1"
"radio","unknown","1"
"santa","unknown","8"
"older_man::skin-tone-3","unknown","2"
"mailbox_with_no_mail","unknown","3"
"rage","unknown","4"
"face_with_thermometer","unknown","5"
"angry_sensor","unknown","1"
"cold_sweat","unknown","6"
"imp","unknown","6"
"grand_poobah","unknown","3"
"book","unknown","5"
"lower_left_fountain_pen","unknown","5"
"airplane_arriving","unknown","4"
"heavy_minus_sign","unknown","3"
"couple","unknown","1"
"cheese","unknown","21"
"books","unknown","6"
"stuck_out_tongue","unknown","6"
"yum","unknown","10"
"cocktail","unknown","15"
"swimmer","unknown","2"
"hatching_chick","unknown","4"
"hatched_chick","unknown","2"
"hangry","unknown","2"
"owl","unknown","4"
"ear_of_rice","unknown","1"
"classical_building","unknown","7"
"feet","unknown","6"
"bus","unknown","3"
"vader","unknown","5"
"ant","unknown","15"
"lower_left_paintbrush","unknown","2"
"bomb","unknown","7"
"meat_on_bone","unknown","7"
"car","unknown","9"
"three","unknown","14"
"four","unknown","17"
"confounded","unknown","6"
"no_entry","unknown","2"
"no_bicycles","unknown","1"
"cherries","unknown","5"
"warning","unknown","2"
